"Rick Jones has been Hulk's best bud since day one, but now he's more than a friend...he's a teammate! Transformed by a Gamma energy explosion, A-Bomb's thick, armored skin is just as strong and powerful as it is blue. And when he curls into action, he uses it like a giant bowling ball of destruction! ",,,,,,,,,,,A-Bomb,,,,,,//i.annihil.us/u/prod/marvel/i/mg/3/20/5232158de5b16.jpg,
AIM is a terrorist organization bent on destroying the world.,,,,,,,,,,,A.I.M.,,"",Base of Operationssecret,,,//i.annihil.us/u/prod/marvel/i/mg/6/20/52602f21f29ec.jpg,
"Formerly known as Emil Blonsky, a spy of Soviet Yugoslavian origin working for the KGB, the Abomination gained his powers after receiving a dose of gamma radiation similar to that which transformed Bruce Banner into the incredible Hulk.",,,,,,,,,,,Abomination (Emil Blonsky),,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/50/4ce18691cbf04.jpg,
"",,,,,,,,,,,Amora,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Amphibian (Earth-712),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Angela (Aldrif Odinsdottir),,,,,,//i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73.jpg,
"",,,,,,,,,,,Anne Marie Hoag,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Arcana,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Armory,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Artiee,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Askew-Tronics,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Atlas (Team),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"Earth's Mightiest Heroes joined forces to take on threats that were too big for any one hero to tackle. With a roster that has included Captain America, Iron Man, Ant-Man, Hulk, Thor, Wasp and dozens more over the years, the Avengers have come to be regarded as Earth's No. 1 team.",,,,,,,,,,,Avengers,,"","Base of OperationsStark Tower, midtown Manhattan; Infinite Avengers Mansion, created by Hank Pym and exists in Underspace; formerly Avengers Mansion (a.k.a. Avengers Embassy), 890 Fifth Avenue, Manhattan, New York; a deep space monitoring station in the asteroid belt between the planets Mars and Jupiter; Avengers Headquarters, Manhattan; Avengers Compound, Palos Verdes, California; Avengers Island (a.k.a. Hydrobase); Avengers Park, Manhattan; Avengers Emergency Headquarters, somewhere outside New York City.",,,//i.annihil.us/u/prod/marvel/i/mg/9/20/5102c774ebae7.jpg,
"",,,,,,,,,,,Avengers (Ultimate),,"","Base of OperationsStark Tower, midtown Manhattan; Infinite Avengers Mansion, created by Hank Pym and exists in Underspace; formerly Avengers Mansion (a.k.a. Avengers Embassy), 890 Fifth Avenue, Manhattan, New York; a deep space monitoring station in the asteroid belt between the planets Mars and Jupiter; Avengers Headquarters, Manhattan; Avengers Compound, Palos Verdes, California; Avengers Island (a.k.a. Hydrobase); Avengers Park, Manhattan; Avengers Emergency Headquarters, somewhere outside New York City.",,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"A mutant from biblical times, Azazel is the ruler of the Neyaphem and claims that the Earth and everything on it belongs to him.",,,,,,,,,,,Azazel (Mutant),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Baron Zemo (Heinrich Zemo),,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/60/4c0041f84c9fe.jpg,
"",,,,,,,,,,,Baron Zemo (Helmut Zemo),,,,,,//i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035890fb0a.jpg,
"",,,,,,,,,,,Bart Rozum,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Beetle (Abner Jenkins),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Black Bird,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Black Crow,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Black Knight (Sir Percy of Scandia),,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce59ed1590a7.jpg,
"",,,,,,,,,,,Black Panther (Ultimate),,,,,,//i.annihil.us/u/prod/marvel/i/mg/6/20/53176a7b3a4e4.jpg,
"",,,,,,,,,,,Air-Walker (Gabriel Lan),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Black Queen,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Bloodstorm,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Bloodstrike,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Blur,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Bride of Nine Spiders (Immortal Weapons),,,,,,//i.annihil.us/u/prod/marvel/i/mg/8/e0/4ce5a592212cc.jpg,
"",,,,,,,,,,,Bromley,,,,,,//i.annihil.us/u/prod/marvel/i/mg/c/00/4cd05b51df5c5.jpg,
"",,,,,,,,,,,Brotherhood of Evil Mutants,,"",Base of OperationsWorldwide,,,//i.annihil.us/u/prod/marvel/i/mg/3/30/539f01b910d91.jpg,
"",,,,,,,,,,,Brotherhood of Mutants (Ultimate),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Cable (Deadpool),,,,,,//i.annihil.us/u/prod/marvel/i/mg/f/50/5239c22332b00.jpg,
"<p class=""Body"">Sam Wilson, a Harlem native, previously operated under the name Falcon, fighting alongside the Avengers. When his longtime friend Steve Rogers stepped down as Captain America, Wilson was hand-picked to fill the role. Now the former Falcon soars through the skies wearing red, white and blue.</p>",,,,,,,,,,,Captain America (Sam Wilson),,,,,,//i.annihil.us/u/prod/marvel/i/mg/c/80/545a84a75ddaf.jpg,
"",,,,,,,,,,,Captain Cross,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Captain Flint,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Captain Marvel (Phyla-Vell),,,,,,//i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0030bc4629e.jpg,
"",,,,,,,,,,,Caretaker,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Carol Hines,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Celestials,,"",First AppearanceEternals #2 (1976),,,//i.annihil.us/u/prod/marvel/i/mg/8/f0/4c0035efbf930.jpg,
"",,,,,,,,,,,Centurions,,"",Base of OperationsMobile; formerly conquered Kree worlds,,,//i.annihil.us/u/prod/marvel/i/mg/c/c0/4c7c63dd70fe7.jpg,
"",,,,,,,,,,,Champions,,"","Base of OperationsChampions Building, Los Angeles; formerly an office building suite (Los Angeles), Angel's beach house (Malibu), UCLA campus",,,//i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00376da82bb.jpg,
"",,,,,,,,,,,Charlie Campion,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Chores MacGillicudy,,,,,,//i.annihil.us/u/prod/marvel/i/mg/5/80/4c002e1c622c8.jpg,
"",,,,,,,,,,,Christian Walker,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Chronomancer,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,ClanDestine,,"","Base of OperationsRavenscroft Manor, England (with various members scattered about the globe)",,,//i.annihil.us/u/prod/marvel/i/mg/9/10/4c002ef39a9a5.jpg,
"",,,,,,,,,,,Confederates of the Curious,,"",Base of OperationsFormerly mobile,,,//i.annihil.us/u/prod/marvel/i/mg/5/c0/4c002e1f3f490.jpg,
"",,,,,,,,,,,Contessa (Vera Vidal),,,,,,//i.annihil.us/u/prod/marvel/i/mg/2/70/4c002e274342b.jpg,
"",,,,,,,,,,,Cornelius,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Countess,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Crimson King,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Crule,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Cuthbert,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Daily Bugle,,"","LocationNew York, New York",,,//i.annihil.us/u/prod/marvel/i/mg/2/f0/4ce5a31605544.jpg,
"",,,,,,,,,,,Damage Control,,"","LocationFlatiron Building, in Manhattan (Intersection of Fifth Avenue and Broadway), and a warehouse/workshop in New Jersey",,,//i.annihil.us/u/prod/marvel/i/mg/5/00/4c00404b5e1a2.jpg,
"",,,,,,,,,,,Dark Phoenix,,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59f6c7e332.jpg,
"",,,,,,,,,,,Dark X-Men,,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a7160a79b.jpg,
"",,,,,,,,,,,Deacon Frost,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Deathstrike (Ultimate),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Deena Pilgrim,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Defenders,,"","Base of OperationsParrington Mansion, Manhattan, New York; formerly Defenders Mansion, Rocky Mountains, Colorado; Patsy Walker's brownstone, New York; Richmond Riding Academy, Long Island, New York; Dr. Strange's Sanctum Sanctorum, Greenwich Village, New York",,,//i.annihil.us/u/prod/marvel/i/mg/3/80/526031e9c785a.jpg,
"",,,,,,,,,,,Detective Soap,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Deviants,,"",First AppearanceEternals #1 (1976),,,//i.annihil.us/u/prod/marvel/i/mg/1/e0/4c0030a603d23.jpg,
"",,,,,,,,,,,Devil Dinosaur (Devil Dinosaur),,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/90/54aedc448b925.jpg,
"They say a dog is man's best friend, so naturally Hulk's best friend is a T-Rex! Devil Dinosaur is the team's trusty prehistoric pet that occasionally lends his massive jaws to the fight. Although he's got tiny arms, Devil's got a big heart and an even bigger bite!",,,,,,,,,,,Devil Dinosaur (HAS),,,,,,//i.annihil.us/u/prod/marvel/i/mg/c/20/5232153150e10.jpg,
"",,,,,,,,,,,Diamondback (Rachel Leighton),,,,,,//i.annihil.us/u/prod/marvel/i/mg/6/f0/526955c158ece.jpg,
"",,,,,,,,,,,Doctor Faustus,,,,,,//i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce5a54ac4d4b.jpg,
"",,,,,,,,,,,Doctor Spectrum,,,,,,//i.annihil.us/u/prod/marvel/i/mg/4/90/4dc2d94978576.jpg,
"",,,,,,,,,,,Doomsday Man,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Dorian Gray,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Dreaming Celestial,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Eddie Lau,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,"Edward ""Ted"" Forrester",,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Elements of Doom,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Elite,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Empath,,,,,,//i.annihil.us/u/prod/marvel/i/mg/f/60/4ce59faf350ea.jpg,
"",,,,,,,,,,,Enchantress (Amora),,,,,,//i.annihil.us/u/prod/marvel/i/mg/3/10/52740e0f3c733.jpg,
"",,,,,,,,,,,Enchantress (Sylvie Lushton),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Exiles,,"",Base of OperationsMultiversal,,,//i.annihil.us/u/prod/marvel/i/mg/f/c0/4ce59fbab92f5.jpg,
"",,,,,,,,,,,Famine,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"After being exposed to cosmic rays, Reed Richards, Susan Storm, Ben Grimm and Johnny Storm found they had amazing new powers. Reed Richards found he has the ability to stretch his body in any way he wanted, while Susan Storm can turn herself, objects and other people invisible. Ben Grimm transformed into a rocky, super-strong behemoth and Johnny Storm has the ability to set himself on fire. Dubbed the Fantastic Four, Mr. Fantastic, Invisible Woman, Thing and the Human Torch are Marvel's First Family.",,,,,,,,,,,Fantastic Four,,"","Base of OperationsBaxter Building, New York, New York. Formerly Four Freedoms Plaza; Antarctic Laboratory; Pier 4",,,//i.annihil.us/u/prod/marvel/i/mg/9/60/50febc4f55525.jpg,
"",,,,,,,,,,,Fantastic Four (Ultimate),,"","Base of OperationsBaxter Building, New York, New York. Formerly Four Freedoms Plaza; Antarctic Laboratory; Pier 4",,,//i.annihil.us/u/prod/marvel/i/mg/f/b0/4c0032727c038.jpg,
"",,,,,,,,,,,Fantastick Four,,"","Base of OperationsBaxter Building, New York, New York. Formerly Four Freedoms Plaza; Antarctic Laboratory; Pier 4",,,//i.annihil.us/u/prod/marvel/i/mg/4/80/4c0030a052a1c.jpg,
"",,,,,,,,,,,Fat Cobra,,,,,,//i.annihil.us/u/prod/marvel/i/mg/e/f0/4db58b3c6aaa6.jpg,
"",,,,,,,,,,,Fenris,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Fin Fang Foom,,,,,,//i.annihil.us/u/prod/marvel/i/mg/a/60/4ce59fc647d58.jpg,
"",,,,,,,,,,,Firebrand,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Firedrake,,,,,,//i.annihil.us/u/prod/marvel/i/mg/8/a0/4cd0603234ecd.jpg,
"",,,,,,,,,,,Fixer (Paul Norbert Ebersol),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Flying Dutchman,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Force Works,,"","Base of OperationsThe Works, Ventura, California",,,//i.annihil.us/u/prod/marvel/i/mg/6/a0/52740df74b57d.jpg,
"",,,,,,,,,,,Forearm,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Frank Castle,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Frightful Four,,"",Base of OperationsSubterranean Manhattan headquarters; formerly Queens water tower; Wizard's suburban New York home and cabin; various others,,,//i.annihil.us/u/prod/marvel/i/mg/8/a0/4c00372aafb39.jpg,
"",,,,,,,,,,,Gabe Jones,,,,,,//i.annihil.us/u/prod/marvel/i/mg/5/f0/4ce5a0155d904.jpg,
"",,,,,,,,,,,Galia,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Garia,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Gauntlet (Joseph Green),,,,,,//i.annihil.us/u/prod/marvel/i/mg/7/20/535ff2a48869b.jpg,
"",,,,,,,,,,,Gene Sailors,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,George Stacy (Ultimate),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Ghost Rider (Daniel Ketch),,,,,,//i.annihil.us/u/prod/marvel/i/mg/c/50/535feaa671cc6.jpg,
"",,,,,,,,,,,Ghost Rider (Marvel War of Heroes),,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/f0/5239bfd918fb5.jpg,
"",,,,,,,,,,,Git Hoskins,,,,,,//i.annihil.us/u/prod/marvel/i/mg/1/c0/4cd05c0c4ffad.jpg,
"",,,,,,,,,,,Gladiator (Kallark),,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/03/52696b33b7920.jpg,
"",,,,,,,,,,,Gladiator (Melvin Potter),,,,,,//i.annihil.us/u/prod/marvel/i/mg/f/90/4ce5a5ca49c7f.jpg,
"",,,,,,,,,,,Goblin Queen,,,,,,//i.annihil.us/u/prod/marvel/i/mg/6/b0/52bc8219eb973.jpg,
"",,,,,,,,,,,Goliath (Bill Foster),,,,,,//i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00343d177d6.jpg,
"",,,,,,,,,,,Gorgon,,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/60/526033e7ac8ee.jpg,
"",,,,,,,,,,,Great Lakes Avengers,,"","Base of OperationsGreat Lakes Avengers Headquarters; formerly Ashley Crawford's residence (both in Milwaukee, Wisconsin)",,,//i.annihil.us/u/prod/marvel/i/mg/f/70/4c0032387d022.jpg,
"",,,,,,,,,,,Green Goblin (Barry Norman Osborn),,,,,,//i.annihil.us/u/prod/marvel/i/mg/e/f0/4cd05ee55faa2.jpg,
"",,,,,,,,,,,Green Goblin (Ultimate),,,,,,//i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003439f081b.jpg,
"",,,,,,,,,,,Gressill,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!",,,,,,,,,,,Guardians of the Galaxy,,"","Base of OperationsMobile aboard the starship Icarus, primarily in the early 31st century era of Earth-691 realm; (formerly) space station Drydock; starship Captain America II, Freedom’s Lady, starship Captain America; Avengers Mansion; a suburban home in Saugerties, New York; Europa, moon of Jupiter; the basement of an abandoned tenement building",,,//i.annihil.us/u/prod/marvel/i/mg/2/70/50febd8be6b5d.jpg,
"",,,,,,,,,,,Gunslinger,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,H.A.M.M.E.R.,,,,,,//i.annihil.us/u/prod/marvel/i/mg/6/c0/4ce5a7675d903.jpg,
"",,,,,,,,,,,Hairball,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Chat,,,,,,//i.annihil.us/u/prod/marvel/i/mg/2/50/4ce5a6cd63eaf.jpg,
"",,,,,,,,,,,Half-Life (Tony Masterson),,,,,,//i.annihil.us/u/prod/marvel/i/mg/a/20/4ce59ff485b35.jpg,
"",,,,,,,,,,,Harley Davidson Cooper,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Harpoon,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Harry Heck,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hate-Monger (Adolf Hitler),,,,,,//i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035ea3151e.jpg,
"",,,,,,,,,,,Hedge Knight,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hellcat (Patsy Walker),,,,,,//i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d.jpg,
"",,,,,,,,,,,Hellfire Club,,"","Base of OperationsHellfire Club mansions in London, New York, Hong Kong, Paris, and elsewhere",,,//i.annihil.us/u/prod/marvel/i/mg/c/20/4c003eddcc659.jpg,
"",,,,,,,,,,,Hellfire Club (Ultimate),,"","Base of OperationsHellfire Club mansions in London, New York, Hong Kong, Paris, and elsewhere",,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hellions (Squad),,,,,,//i.annihil.us/u/prod/marvel/i/mg/5/10/4c00323303deb.jpg,
"",,,,,,,,,,,Heroes For Hire,,"","Base of OperationsSecret location; formerly Oracle, Inc. corporate headquarters, New York City, Heroes for Hire, Inc. offices, Park Avenue; and Gem Theatre, Times Square",,,//i.annihil.us/u/prod/marvel/i/mg/5/f0/4c00376a77ce0.jpg,
"",,,,,,,,,,,Hiroim,,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/60/528d341abd6d9.jpg,
"",,,,,,,,,,,Hitman,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hitomi Sakuma,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hobgoblin (Jason Macendale),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hobgoblin (Robin Borne),,,,,,//i.annihil.us/u/prod/marvel/i/mg/d/40/4c00343625597.png,
"",,,,,,,,,,,Hobgoblin (Roderick Kingsley),,,,,,//i.annihil.us/u/prod/marvel/i/mg/c/80/4c003ed3cff99.jpg,
"",,,,,,,,,,,Holocaust (Age of Apocalypse),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Holy,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Howard Saint,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hulk-dok,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Human Cannonball,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Human Fly (Richard Deacon),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Hydra,,"",Base of OperationsHydra Island,,,//i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ec4331bd.jpg,
"",,,,,,,,,,,Hyperion (Earth-712),,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Illuminati,,"",Base of OperationsMobile,,,//i.annihil.us/u/prod/marvel/i/mg/5/70/526033bb40a5e.jpg,
"",,,,,,,,,,,Ilyana Rasputin,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Inhumans,,"","First AppearanceAs a whole (Fantastic Four #45, 1965)",,,//i.annihil.us/u/prod/marvel/i/mg/5/a0/526033a73dca3.jpg,
"",,,,,,,,,,,Invaders,,"","Base of Operations(Current) Unknown; (Former) Times Tower in New York City; the Clocktower of the Palace of Westminster in London, England; mobile aboard the Infiltrator",,,//i.annihil.us/u/prod/marvel/i/mg/9/60/539b3c2fca079.jpg,
"",,,,,,,,,,,Iron Cross Army,,,,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Iron Fist (Orson Randall),,,,,,//i.annihil.us/u/prod/marvel/i/mg/6/e0/53176e979cca2.jpg,
